DATE,HOME_TEAM,AWAY_TEAM,HOME_LEAGUE_ID,AWAY_LEAGUE_ID,HOME_TEAM_SCORE,AWAY_TEAM_SCORE,RESULT,HOME_TARGET,AWAY_TARGET,HOME_FOULS,AWAY_FOULS,HOME_CORNERS,AWAY_CORNERS,HOME_YELLOW,AWAY_YELLOW,HOME_RED,AWAY_RED
7/4/2025,Fluminense,Al Hilal,BRA,KSA,2,1,H,3,4,13,12,4,12,3,4,0,0
7/4/2025,Palmeiras,Chelsea,BRA,E0,1,2,A,2,6,14,16,3,10,1,3,0,0
7/5/2025,Paris SG,Bayern Munich,F1,D1,2,0,H,5,5,12,13,0,4,1,1,2,0
7/5/2025,Real Madrid,Dortmund,SP1,D1,3,2,H,8,5,10,6,3,3,1,2,1,0
